text,y_true,y_pred,prob_pos,pred_conf,is_error,tok_len,is_truncated,unk_ratio,has_contrast,has_negation,error_type,comment
"The cast of ""All That"" returns for good humor in the ""Good Burger"" a place similar to an old fashioned fast food restaurant. The comedy is terrific, the fun is non-stop, and though cliché, is a passer for kid and family comedy.<br /><br />A movie for all ages, this movie is meant to enjoy, laugh, and pretty much a lazy movie for a rainy day, as that's what I'd save this movie for, a rainy day. USA aired it today, and since I know that the cast of ""All That"" is in it, I thought that it might be a bit of a chuckle burner, but in good fun, as Keenan Thompson and Kel Mitchell (probably one of the best young duos of that time) were terrific together, the pieces came together, and everything worked out, and it made it into good family fun together with some lazy day work to get off the bad day.<br /><br />May I take your order?",0,1,0.9846251010894777,0.9846251010894777,True,,,,,,,
"I'm the first to recognize that Chan-wook Park's Thirst is exceptionally well made, but spending over two hours with Tae-joo(OK-vin Kim)is enough for anyone to tolerate for such a length of time. Sang-hyeon(Kang-ho Song)is a priest desiring to volunteer for experimental studies on those willing to subject themselves to rigorous injections concerning a specific virus which kills infectiously. Instead of legitimately dying, Hyeon becomes a vampire, always yearning for the sustenance blood gives for him to fight off an infectious disease which returns causing the symptoms which flat-lined him to begin with(..bumps/sores, and the body vomits blood). Sunlight, as is known in the vampire genre, causes torturous death if exposed to Hyeon for a length of time. Hyeon falls in lust with Tae-joo, the wife of sickly childhood friend Kang-woo(Ha-kyun Shin). Tae-joo was taken in by Mrs. Ra(Hae-sook Kim), regarded as a puppy, and practically used as a domestic animal to be ordered around. Ta-joo is miserable in this situation and begins a torrid affair she instigates with Hyeon, soon manipulating him into perhaps killing Kang-woo by having him believe she's a victim of abuse. Renouncing his priesthood, Hyeon dives headlong into the relationship with Tae-joo, soon a willing participant in killing Kang-woo. This incident, which Tae-woo contributed to(..using a boat, in the middle of a lake, both proceeded to burying him underwater, Tae-woo keeping him Kang-woo from re-surfacing as he attempted to re-enter)will haunt both, as circumstances arise with Kang-woo ""missing""(Hyeon got rid of him, where police would not find his corpse). Soon Mrs Ra suffers a stroke(..though, one finger and the ability to blink her eyes contribute mightily as the story progresses, showing that she more aware than they are led to believe), and Hyeon gives Tae-joo a special birthday gift..vampirism. In doing so, Hyeon has created a monster. Tae-joo admits(..though a slip of the tongue)that, in fact, Kang-woo never hurt her, and as she thirsts for blood it is soon realized that killing for a supply doesn't bother her morally or psychologically. Tae-joo becomes such a hand full, Hyeon has to take desperate measures if he is to stop such a menace to society, himself included.<br /><br />I will say that Thirst is one of the best horror films I've seen regarding 2009. It's a methodical approach Park takes and we are led down a dark road with Hyeon and Tae-joo, as they commit terrible deeds with nothing positive ever to come from their unholy union. Innocent people die because of Hyeon's love(..what once was lust shifts into an obsessive love by the end)for Tae-joo, and it will cease to end if he doesn't make a painful choice. We see inside their heads, their souls, and it isn't always pretty. 2 hours with them can be quite exhausting..but, credit to the director for pulling no punches in regards to devious behavior and how the powers of vampirism can be given to the wrong people. Hyeon, seen as a rather pleasant soul at the opening, accepts ""hell"" for Tae-joo so one could look at Thirst as a unique love story, but not exactly a healthy one.<br /><br />In regards to the violence, while Park does have a tendency to pull away from extremely graphic details, there's enough sadism involved to perhaps turn the stomach a bit. At the very least, the way the violence is carried out may be certain to leave a lasting impact. The sexual situations between Hyeon and Tae-joo can be pretty heated and erotic, while also sordid and morally reprehensible. The movie, I think, is still quite a complex examination of the lengths one will go to remain attached to an object of affection(lust).",1,0,0.1129370629787445,0.8870629072189331,True,668.0,True,0.12109375,,,,
"CIA analyst Douglas Freeman (Gyllenhaal) gets to see his first secret location interrogation when Anwar (Metwally) is accused of having contact with a known terrorist bomb maker. Anwar's wife (Witherspoon) is frantic regarding the whereabouts of her husband .<br /><br />Don't you just hate it when the title of a movie sends you to a dictionary? I must have an old edition as this Rendition is not a musical piece. No, it's the government's way of legally taking a resident or citizen somewhere to interrogate him and possibly use some torture to get the desired information. <br /><br />While watching this movie I was reminded of a similar story line in the Crossing Jordan TV show (now off the air), and I expect we will see even more of these story lines. It's inevitable. The events of 911 are the catalysts. <br /><br />This is a tough one to watch because we don't like to see people tortured and our government not telling the truth about things. We like the idea that no matter what happens or happened that we can go somewhere to find answers, but when that door is closed to us, we are truly lost and without hope as Anwar's wife was. <br /><br />Performances by all were first class and it's possible we may see more of Igai Naor (I have no idea how to pronounce it) because he resembles and can act like Telly Savalas. No kidding. <br /><br />Violence: Yes, Sex: No, Nudity: No, Language: Yes",1,0,0.1196767315268516,0.8803233504295349,True,259.0,True,0.03125,,,,
"We sought out this hard-to-find VHS after watching two excellent Merchant-Ivory pictures back to back. Knowing it was an instant box office failure, a failure as a rental, I thought it might be worth seeing anyway based on M-I's reputation. Too bad! Nine years ago, it was very much a Liberal Agenda objective to trash the Founding Fathers and indeed they had some success in eradicating the Founding Fathers from many American classrooms including, for example, New Jersey; whose eradication of our great founders quickly ended when the Washington Times shone the spotlight of truth into the NJ School Board and their subversive deed. A small part of this was headlining the alleged Sally Hemmings-Thomas Jefferson connection, disregarding the inconvenient DNA findings which failed to support the wacky left's agenda. Never mind! They got James Ellis, an author of dubious reputation, to put it in a book, and Columbia University sealed the deal by giving Ellis a Pulitzer.<br /><br />As to Jefferson in Paris, the Liberal Agenda spin begins in the opening scene wherein James Earl Jones is claiming to be the son of Jefferson. The spin simply continues in flashback mode to Paris. The unmistakable truth is that even if a person assumes the lie is true the Hemmings allegation would be an insignificant detail into the larger matter of Jefferson's prolonged and vital diplomatic mission to Paris (as well as to the Netherlands where he secured crucial financial backing for America when our infant nation was without funds).<br /><br />Besides the Liberal Spin Job, there is nothing else of interest in this drab and tortuously dull movie. Some of the other history is indeed accurate --- adding credence to frame the lie --- but this movie takes one of the most interesting moments in American history and reduces it to a remedy for insomnia.<br /><br />Please do not ask me why Liberals set out to trash the Founding Fathers, because I don't waste time explaining the acts of such people. Don't ask them either; they usually respond to such questions with the same answer: ""SHUT UP!""",0,1,0.6339199542999268,0.6339199542999268,True,359.0,True,0.03125,True,True,,
"I have great memories of this movie...<br /><br />I was only 12 when it was released and it scared the bejesus out of me. I really miss my bejesus...<br /><br />Zombies, graveyards, mausoleums, how can you go wrong? It's like Phantasm's retarded cousin.<br /><br />This movie was released 1 year before the PG-13 rating was instituted.<br /><br />I submit that One Dark Night is the GORIEST PG movie (not scariest, mind you) that has ever been released.<br /><br />Can anyone come up with a gorier pick?<br /><br />(FYI: I don't consider Poltergeist to be gorier...scarier, yes. But not gorier...)",1,0,0.3943917155265808,0.6056082248687744,True,,,,,,,
"25 sitcoms had big screen spin-offs. Most of these came in the 1970's. Here is a list of all: Are you Being Served, Blackadder, Bless this House, Bottom, Dads Army, Father Dear Father, For the Love of Ada, George and Mildred, The League of Gentlemen, Love thy Neighbour, The Lovers, Man about the House, Nearest and Dearest, Never Mind the Quality Feel the Width, On the Buses (3), Please Sir, Porridge, Rising Damp, Steptoe and Son (2), That's your Funeral, Till Death us do Part (2), Up Pomeii (3), Whack-o, Whatever Happened to the Likely Lads and Whoops Apocalypse.<br /><br />So there was a big-screen spin off of my all time favourite sitcom Dads Army. What the film focused on was when the men were enrolled. It showed the difficulties of getting a uniform and getting weapons. It was a big summary of the first series of Dads Army. At the end of the film they catch some German Spies in the church. The Home Guard come dressed as alter servers and had bayonets with them and defeated the Germans. The best bit in the film was when they were showing a HG lecture and a German lecture at the same time: German: Head office on the phone, would you get 10,000 bombs, (CUT TO HOME GUARD) GODFREY: Mrs Mainwaring on the phone, would you get 1/2lb of Brussel Sprouts.<br /><br />This was probably the second best sitcom spin off movie, beaten only by Till Death us do Part (1969). It would have been better if at the start of the movie, it had already been formed, it was half way through the war. Though still an excellent movie, a good one for the family.",1,0,0.3909572660923004,0.6090427041053772,True,,,,,,,
"So forgive the *really* lame game-play scene, cardboard background and studio like stadium. For this part I should have give the movie 5 instead of 7, but read on...<br /><br />From the premise to plot there is a lot similarities with ""The Replacements"". Some say this movie rip off ""The Replacements"", while some say this script wrote before it. <br /><br />Both movies require some sort of ""suspension of disbelief on the basic premise, and this is especially difficult for ""Second String"" since it has NFL license team and all the history behind it. Food poison excuse may sound too lame for some people, and not to mention in ""Second String"" Bills has to overcome big scores again and again, with the limit budget in shooting the game play scene, this make it look even bad. <br /><br />In ""Replacements"", the premise and the league is fictional yet you know it happen in real life. I believe it is easier to accept fictional story and setting with real event (""OH yeah, this happen before!"", rather than real setting/background with fictional scenario (""There is no way Bill can win a Superbowl!""; Some of the scene were actually shoot in pre season game of Raven games, real stadium, real audience and some NFL match alike shooting angle.<br /><br />But let say both movies came out on the same day, and we erase the budget factor (thus forgive the game play action scene): Overall, I like ""Second String"" over ""Replacements"", not by much, but I like this more. <br /><br />It has ""relatively better"" character development. In ""Replacements"", Keanu character is too ""out sync with the world"", and all he care is maybe, get a girl? In Second String you see the struggle of the QB from getting the job back, and deal with his past with coach. Or the fumble guy problem. This ""hold the ball all day long"" solution of course is not new, but we see progression in fixing it.<br /><br />How about those trick play? I think it is ""relatively realistic"" than ""Replacements"". The ""Dan Marino"" like fake knee pass, flea-flicker, wild cat full back rush, all real, except sometimes this look a bit too easy. But for me it is better than ""Replacement""'s center catch and rushing for 50 yards call, or how a 60 yards field goal look too easy. OH BTW, I am glad they didn't force the TE kicker made his shot....<br /><br />Of course ---if you objectively review this movie over other football movies all there, this could easily be a 5 out of 10 movie. But some say this is the worse football movie? Try ""The Comebacks"".",1,0,0.2121327072381973,0.7878672480583191,True,447.0,True,0.02734375,,,,
"Frank Tashlin's 'Censored' is a so-so Private Snafu short which aims to teach the importance of the Censor in stopping military secrets from leaking out. Snafu attempts to get word out to his girlfriend that he's to be stationed in the South Pacific but the Censor foils each attempt he makes to send the letter. These early scenes are the best, with the unseen Censor plucking the letter out of the sky with long mechanical arms, nets and even a specially employed eagle! The second half of the cartoon, in which Snafu manages to send the letter with the aid of Technical Fairy, First Class (who is actually teaching him a lesson), is less funny and climaxes with a disappointing only-a-dream finale. The main point of interest in this part of the cartoon is the appearance of Snafu's extremely scantily clad girlfriend who is even seen bare-breasted, albeit with strategically placed limbs at all times! Aimed at the military, the Snafu shorts were often characterised by a heightened bawdiness but these scenes, crowbarred in as they may be, are by far the most erotic I've come across in any of these shorts thus far. Despite all this, I prefer the Snafu shorts that go for the jugular a little more, usually resulting in the death of the main character. For great examples of this, seek out Tashlin's 'The Goldbrick' or Chuck Jones's 'Spies'. 'Censored' is fairly weak by comparison.",0,1,0.5473086833953857,0.5473086833953857,True,,,,,,,
"Caught this flick as one of a five-for-$5 deal from a local video store, and it was a most pleasant surprise. It's a collection of four interrelated tales built around four kids who've just had a car wreck and are waiting for someone to pick them up. They tell each other these stories to kill time, and are occasionally startled by flashing lights and funny noises which all come together in an O. Henry-esque ending that left me gleeful. A real discovery. Blood (and plenty of it), breasts and beasts round it all out rather nicely...Jacinda Barrett is worth the price of admission alone. This one is a keeper--Jim Bob says check it out.<br /><br />Oddly enough, ""Pumpkinhead"" was one of our five choices too, and IMDB recommends that for anyone who likes ""Campfire Tales"". I'll followup as soon as I get a chance to sit down and watch that one. Joyeux Samhain!",1,0,0.4195733666419983,0.5804266333580017,True,,,,,,,
"I have no idea what the budget on this movie was, but whatever it was they made it work! I have seen movies that spend 100x the amount (Pearl Harbor anyone?) and sucked 200x worse. This movie has everything. David ""Makin' It"" Naughton in the lead role as Adam, an average college student who gets wrapped up in a game called the Great AllNighter"" run by Leon! This guy rocks! A ""genius"" with nothing better to do than come up with an elaborate game for a bunch of people to play. But he doesn't just pick his friends. He has a team of Jocks, nerds, fatties, average kids and of course, Flounder's team who are the ""bad guys"". But this movie has no black and white. There are many shades of gray. Adam is not the altruistic hero with no faults. He treats Alex P. like crap. AND Flounder is the way he is because of pressures from his Dad and a cranky stomach. The jocks play dirty, but so does everyone else! This movie rocks! The scene at the PBR factory? Classic! ""Johnny's Obese Male Child?"" Can you write a better clue? This stuff is gold Jerry! GOLD! Maybe I am from a different generation, but I love movies that seem far-fetched but still have roots in reality. This never happened...but it could. Eeeee-Gypt.... EEEE....Easter Bunny....Easter Parade! Oh and watch for a young Paul Rubens still working on that Pee wee character. PS That Devra Clinger WAS/is HOT! She must have been one bad actress not to work in Hollywood anymore. SEE THIS MOVIE!",1,0,0.0801267102360725,0.919873297214508,True,274.0,True,0.04296875,True,True,,
